Poem,Title,Nationality,Century,Gender
"Three years she grew in sun and shower,Then Nature said, ""A lovelier flowerOn earth was never sown;This Child I to myself will take;She shall be mine, and I will makeA Lady of my own.""Myself will to my darling beBoth law and impulse: and with meThe Girl, in rock and plain,In earth and heaven, in glade and bower,Shall feel an overseeing powerTo kindle or restrain.""She shall be sportive as the fawnThat wild with glee across the lawnOr up the mountain springs;And hers shall be the breathing balm,And hers the silence and the calmOf mute insensate things.""The floating clouds their state shall lendTo her; for her the willow bend;Nor shall she fail to seeEven in the motions of the StormGrace that shall mould the Maiden's formBy silent sympathy.""The stars of midnight shall be dearTo her; and she shall lean her earIn many a secret placeWhere rivulets dance their wayward round,And beauty born of murmuring soundShall pass into her face.""And vital feelings of delightShall rear her form to stately height,Her virgin bosom swell;Such thoughts to Lucy I will giveWhile she and I together liveHere in this happy dell.""Thus Nature spake—The work was done—How soon my Lucy's race was run!She died, and left to meThis heath, this calm and quiet scene;The memory of what has been,And never more will be.",Three Years She Grew,English,19th-century,Male
"My mistress' eyes are nothing like the sun; Coral is far more red than her lips' red; If snow be white, why then her breasts are dun; If hairs be wires, black wires grow on her head. I have seen roses damasked, red and white, But no such roses see I in her cheeks; And in some perfumes is there more delight Than in the breath that from my mistress reeks. I love to hear her speak, yet well I know That music hath a far more pleasing sound; I grant I never saw a goddess go; My mistress, when she walks, treads on the ground.    And yet, by heaven, I think my love as rare    As any she belied with false compare.",Sonnet 130: My mistress' eyes are nothing like the sun,English,16th-century,Male
"It sifts from Leaden Sieves -
It powders all the Wood.
It fills with Alabaster Wool
The Wrinkles of the Road -
It makes an even Face
Of Mountain, and of Plain -
Unbroken Forehead from the East
Unto the East again -
It reaches to the Fence -
It wraps it Rail by Rail
Till it is lost in Fleeces -
It deals Celestial Vail
To Stump, and Stack - and Stem -
A Summer’s empty Room -
Acres of Joints, where Harvests were,
Recordless, but for them -
It Ruffles Wrists of Posts
As Ankles of a Queen -
Then stills it’s Artisans - like Ghosts -
Denying they have been -",It sifts from Leaden Sieves - (291),American,19th-century,Female
Now and againI am here nowAnd now is whenI’m here again,Here Now,American,20th-century,Male
"Shall I compare thee to a summer’s day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer’s lease hath all too short a date;
Sometime too hot the eye of heaven shines,
And often is his gold complexion dimm'd;
And every fair from fair sometime declines,
By chance or nature’s changing course untrimm'd;
But thy eternal summer shall not fade,
Nor lose possession of that fair thou ow’st;
Nor shall death brag thou wander’st in his shade,
When in eternal lines to time thou grow’st:
   So long as men can breathe or eyes can see,
   So long lives this, and this gives life to thee.",Sonnet 18: Shall I compare thee to a summer’s day?,English,16th-century,Male
"1 That a memory,caught and mountedfor permanent display,is not muchlike anything that happenscan’t be surprising.But where does that leave us?Night at the Museum,the set piecesin their comicignorance of one anothertake the stage.2 In this series,he tosses heron the bedlike laundryas she strugglesirrelevantlyagainst the stickinessof tapeand it’s just this:the blind persistenceof her struggleand his (feigned?)indifference,the way each proceeds,blinkered and mechanical,into whateverthis recreates",Object Lesson,American,21st-century,Female
"Break, break, break,
         On thy cold gray stones, O Sea!
And I would that my tongue could utter
         The thoughts that arise in me.
O, well for the fisherman's boy,
         That he shouts with his sister at play!
O, well for the sailor lad,
         That he sings in his boat on the bay!
And the stately ships go on
         To their haven under the hill;
But O for the touch of a vanish'd hand,
         And the sound of a voice that is still!
Break, break, break
         At the foot of thy crags, O Sea!
But the tender grace of a day that is dead
         Will never come back to me.","Break, Break, Break",English,19th-century,Male
"Oh, yet we trust that somehow good          Will be the final end of ill,          To pangs of nature, sins of will, Defects of doubt, and taints of blood; That nothing walks with aimless feet;          That not one life shall be destroy'd,          Or cast as rubbish to the void, When God hath made the pile complete; That not a worm is cloven in vain;          That not a moth with vain desire          Is shrivell'd in a fruitless fire, Or but subserves another's gain. Behold, we know not anything;          I can but trust that good shall fall          At last—far off—at last, to all, And every winter change to spring. So runs my dream: but what am I?          An infant crying in the night:          An infant crying for the light: And with no language but a cry.",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 54,English,19th-century,Male
"We say pinhole. A pin hole of light. Wecan’t imagine how bright more of it could be, the waythis muchdefeats night.It almostisn’t fair,whoever poked this, with such a small act to vanquishblackness.",Pinhole,American,20th-century,Female
"That which we dare invoke to bless;          Our dearest faith; our ghastliest doubt;          He, They, One, All; within, without; The Power in darkness whom we guess; I found Him not in world or sun,          Or eagle's wing, or insect's eye;          Nor thro' the questions men may try, The petty cobwebs we have spun: If e'er when faith had fall'n asleep,          I heard a voice, ""Believe no more,""          And heard an ever-breaking shore That tumbled in the Godless deep, A warmth within the breast would melt          The freezing reason's colder part,          And like a man in wrath the heart Stood up and answer'd, ""I have felt."" No, like a child in doubt and fear:          But that blind clamour made me wise;          Then was I as a child that cries, But crying, knows his father near; And what I am beheld again          What is, and no man understands;          And out of darkness came the hands That reach thro' nature, moulding men.",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 124,English,19th-century,Male
"A vine drapes the fence
in its cool enthusiasm,
stemmed cascade.
My skin
has collapsed in flounces,
in anticipation.•
Look how I change the subject
without changing,
I appear to say — 
which seems like nothing
but is practice
for the bigger change
to come.•
My mind is just
like the stance
and disposition of these trees — 
dense, sparse, conical,
lopsided, frilly
(as was the mind
of the tenant before me",My House,American,21st-century,Female
"1790 
 he takes the newborn girl from his wife 
 carries her to the neighboring room 
 cradles her head with his left hand 
 and gently snaps her neck with his right 
 1890 
 a wet towel to wrap her in 
 grains of rice and 
 sand in the nose 
 a mother shares the trick with her daughter -in-law 
 i had to do it she says 
 as did my mother 
 and her mother befor e her 
 1990 
 a newspaper article reads 
 a hundr ed baby girls wer e found buried 
 behind a doctor ’ s house in a neighboring village 
 the wife wonders if that’ s where he took her 
 she imagines her daughter becoming the soil 
 fertilizing the roots that feed this country 
 1998 
 oceans away in a toronto basement 
 a doctor performs an illegal abortion 
 on an indian woman who already has a daughter 
 one is bur den enough she says 
 2006 
 it’ s easier than you think my aunties tell my mother 
 they know a family 
 who’ve done it three times 
 they know a clinic. they could get mumma the number . 
 the doctor even prescribes pills that guarantee a boy . 
 they worked for the woman down the str eet they say",,Canadian,21st-century,Female
